"","org","cast(split_zc.doc_max as text)","zip_code","count_zip_code","latitude","longitude"
"315","ANDROSCOGGIN VALLEY HOSPITAL INC","32","35703","33",NA,NA
"316","ANGEL WILLIAMSON IMAGING CENTER P A","2","32547","4",30.448726,-86.62545
"317","ANGELINA DIAGNOSTIC RADIOLOGY ASSOCIATES PA","4","75904","4",31.335094,-94.703921
"318","ANGELINA RADIATION ONCOLOGY ASSOCIATES","1","75904","1",31.335094,-94.703921
"319","ANGLETON RADIOLOGY ASSOCIATES","2","77515","2",29.154269,-95.406577
"320","ANIL N. RAIKER, M.D., P.L.C.","1","33710","2",27.788853,-82.699621
"321","ANIL R PONNAMBALAM MD, PC","2","87532","2",36.424214,-106.251469
"322","ANINDYA KUMAR SEN","2","37745","4",36.245521,-82.82378
"323","ANISE KACHADOURIAN MD LLC","1","70837","2",30.51589,-91.080373
"324","ANMED HEALTH","2","29621","3",34.492718,-82.638297
"325","ANN E KINNEALEY MD PC","2","60202","4",42.044529,-87.687969
"326","ANNE ARUNDEL HEALTH CARE SERVICES,INC","20","20716","76",38.926311,-76.709789
"327","ANNE ARUNDEL PHYSICIAN GROUP, LLC","10","21037","38",38.975128,-76.623684
"328","ANNISTON ONCOLOGY","2","36207","2",33.720373,-85.753344
"329","ANNISTON RADIOLOGY GROUP, P.C.","5","36207","10",33.720373,-85.753344
"330","ANTHONY BLEDIN MD INC","1","93036","3",NA,NA
"331","ANTIETAM ONCOLOGY & HEMATOLOGY GROUP,PC","3","21740","3",39.58887,-77.700213
"332","ANTIOCH MAGNETIC IMAGING","2","94531","2",37.920852,-121.723919
"333","ANWARUL HAQ, MD, PC","1","57301","1",43.69591,-98.086401
"334","APEX RADIOLOGY INC","1","43567","1",41.59151,-84.178148
"335","APEX RADIOLOGY MEDICAL GROUP, INC.","15","92543","21",33.651652,-116.777014
"336","APOLLO MEDICAL DIAGNOSTIC IMAGING SERVICES PLLC","1","11373","1",40.73509,-73.877562
"337","APPALACHIAN RADIATION ONCOLOGY ASSOCIATES, P. C.","2","37604","2",36.308229,-82.387422
"338","APPALACHIAN REGIONAL HEALTHCARE INC.","4","41701","10",37.299666,-83.239904
"339","APPIAN IMAGING LLC","2","94564","2",37.990772,-122.243294
"340","APPLE VALLEY MEDICAL CLINIC, LTD","3","55124","3",44.749701,-93.202881
"341","APPLEDORE MEDICAL GROUP INC","4","38017","108",35.080992,-89.699083
"342","APPOMATTOX IMAGING LLC","34","23834","68",37.26219,-77.396989
"343","AQUIDNECK RADIOLOGISTS, INC.","6","28402","6",34.340518,-77.901408
"344","ARAMINGO RADIOLOGY, PC","1","19134","1",39.994662,-75.107969
"345","ARCADIA MEDICAL ASSOCIATES PA","1","34266","1",27.186075,-81.866661
"346","ARCADIA RADIOLOGY MEDICAL GROUP A PROFESSIONAL CORPORATION","7","91007","29",33.786594,-118.298662
"347","ARCARE","1","72006","1",35.207566,-91.372792
"348","ARCHBOLD MEDICAL GROUP, INC.","4","31792","4",30.825551,-83.950795
"349","ARCTURUS HEALTHCARE PLC","1","48307","1",42.659283,-83.122482
"350","AREA RADIOLOGICAL CONSULTANTS PA","1","67104","1",37.291739,-98.620996
"351","ARIA HEALTH ORTHOPAEDICS","1","19047","2",40.289021,-75.065486
"352","ARIA HEALTH PHYSICIAN SERVICES","1","19047","1",40.289021,-75.065486
"353","ARIF QURESHI, M.D., P.C.","1","14437","1",42.61837,-77.737515
"354","ARIS RADIOLOGY PROFESSIONALS OF MICHIGAN PC","24","78749","45",30.207969,-97.857187
"355","ARIS TELERADIOLOGY PROFESSIONAL CORPORATION","34","44646","47",40.850643,-81.43535
"356","ARIZONA BREASTNET, LLC","2","85260","4",33.276539,-112.18717
"357","ARIZONA CENTER FOR HEMATOLOGY AND ONCOLOGY PLC","29","85306","58",33.276539,-112.18717
"358","ARIZONA COMMUNITY PHYSICIANS PC","1","85704","1",32.395222,-111.100062
"359","ARIZONA HEMATOLOGY ONCOLOGY PC","1","85704","2",32.395222,-111.100062
"360","ARIZONA INSTITUTE OF UROLOGY PLLC","1","85755","2",NA,NA
"361","ARIZONA ONCOLOGY ASSOCIATES PC","62","86001","511",35.932116,-111.597853
"362","ARIZONA ONCOLOGY SERVICES INC","6","85013","16",33.276539,-112.18717
"363","ARIZONA RADIATION THERAPY MANAGEMENT SERVICES INC","5","85251","9",33.420061,-111.792658
"364","ARIZONA SKIN AND LASER THERAPY INSTITUTE, LTD","1","85032","4",33.276539,-112.18717
"365","ARIZONA WOMENS IMAGING","2","85718","4",32.311724,-110.91898
"366","ARKANSAS CANCER CLINIC, PA","1","71603","1",34.148699,-92.083653
"367","ARKANSAS CHILDRENS HOSPITAL","13","72202","13",34.752299,-92.290419
"368","ARKANSAS DIAGNOSTIC CENTER","1","72205","1",34.742911,-92.346652
"369","ARKANSAS GYN ONCOLOGY","1","72205","2",34.742911,-92.346652
"370","ARKANSAS OB/GYN ASSOCIATES, PLLC","1","72205","2",34.742911,-92.346652
"371","ARKANSAS ONCOLOGY ASSOCIATES","3","72207","3",34.772646,-92.340152
"372","ARKANSAS SPECIALTY RADIOLOGY","2","72113","6",34.857241,-92.390298
"373","ARKANSAS UROLOGY, P.A.","1","72211","1",34.783664,-92.430851
"374","ARKANSAS VALLEY REGIONAL MEDICAL CENTER","1","81050","2",37.954619,-103.664437
"375","ARLENE WEINSHELBAUM MD PA","1","32605","1",29.677899,-82.466362
"376","ARLINGTON RADIATION ONCOLOGY PLLC","2","22205","2",38.875811,-77.140021
"377","ARMAND BOUZAGLOU MD APC","2","90057","4",33.786594,-118.298662
"378","ARMEN A. SHAHBAZIAN, MD, A PROFESSIONAL CORPORATION DBA","1","92869","2",33.640302,-117.769442
"379","ARNETT CLINIC, LLC","18","47904","18",40.482287,-86.917273
"380","ARNOLD GREENBERG M.D. INC.","1","95691","1",38.608615,-121.610919
"381","ARNOLD L PETERSEN II MD PC","1","97216","2",45.515341,-122.558003
"382","ARNOT MEDICAL SERVICES PLLC","2","16915","2",41.776165,-77.956692
"383","AROOSTOOK MEDICAL CENTER","7","47693","21",NA,NA
"384","ARPA ADVANCED RADIATION PHYSICS ASSOCIATES LP","1","77642","1",29.864207,-93.942055
"385","ARRAIZA RADIOLOGY PSC","5","61400","10",NA,NA
"386","ARROWHEAD RADIOLOGY MEDICAL GROUP INC","11","92220","21",33.919215,-116.864197
"387","ARSHAD AHAD MD PA","1","33952","2",26.994048,-82.156128
"388","ARTESIA GENERAL HOSPITAL","1","88210","1",32.622225,-104.433331
"389","ARTHUR B FONTAINE M.D., INC.","2","93301","2",35.483501,-119.007662
"390","ARTHUR D. HAMBERGER MD PA","1","77008","2",29.83399,-95.434241
"391","ARTHUR I. GOLDBERG M.D. P.C.","1","10075","1",NA,NA
"392","ARVIND B. SHAH M.D., INC.","2","25309","4",38.310767,-81.756808
"393","ARVIND G. KAMTHAN, M.D.P.C.","1","10940","2",41.390109,-74.340401
"394","ASANTE PHYSICIAN PARTNERS","1","97527","2",42.345125,-123.440456
"395","ASCOT DIAGNOSTIC SERVICES","1","60169","2",NA,NA
"396","ASHEVILLE MRI","37","28801","37",35.602711,-82.567281
"397","ASHEVILLE RADIOLOGY ASSOCIATES, PA","36","28801","36",35.602711,-82.567281
"398","ASHFORD MEDICAL CENTER RADIOLOGY OFFICES P S C","4","90715","8",33.840565,-118.078748
"399","ASHIKARI & KELEMEN, MD PC","3","10522","3",41.011147,-73.865178
"400","ASHLAND HOSPITAL CORPORATION","12","41101","12",38.43296,-82.693914
"401","ASHLAND RADIATION ONCOLOGY, PSC","2","41101","2",38.43296,-82.693914
"402","ASHLAND RADIOLOGY CONSULTANTS INC","7","44805","7",40.826965,-82.296131
"403","ASHTABULA COUNTY MEDICAL CENTER","1","44004","1",41.772583,-80.74349
"404","ASHWIN KASHYAP, MD. INC","2","93065","2",34.272162,-118.733903
"405","ASIAN HEALTH SERVICES","1","94607","1",37.807967,-122.29878
"406","ASMAT MEDICAL PC","1","11570","1",40.667352,-73.638523
"407","ASOCIACION DE MAESTROS DE PUERTO RICO","1","68050","1",41.314461,-96.823281
"408","ASPEN MEDICAL IMAGING INC","20","74012","24",36.14226,-95.879069
"409","ASPIRUS GRAND VIEW","2","49938","2",46.479574,-90.167111
"410","ASPIRUS KEWEENAW","1","49913","2",47.154742,-88.525475
"411","ASPIRUS WAUSAU HOSPITAL, INC","5","54401","6",44.961874,-89.794002
"412","ASSOCIATED GENERAL SURGEONS","2","90024","2",33.786594,-118.298662
"413","ASSOCIATED IMAGING SPECIALISTS","7","60123","7",42.036325,-88.371044
"414","ASSOCIATED IMAGING, INC.","2","46804","2",41.057168,-85.239172
"415","ASSOCIATED MEDICAL PROFESSIONALS OF NY PLLC","3","13210","3",43.031416,-76.110995
"416","ASSOCIATED MEDICAL SPECIALISTS, P.A.","6","29526","18",33.868775,-78.948287
"417","ASSOCIATED PATHOLOGY CONSULTANTS EDWARD SC","1","60540","2",41.759029,-88.152381
"418","ASSOCIATED RADIOLOGIST,PA","13","30603","13",33.947587,-83.408897
"419","ASSOCIATED RADIOLOGISTS LTD","40","85204","80",33.397131,-111.787678
"420","ASSOCIATED RADIOLOGISTS OF FLINT PC","16","48503","16",43.010835,-83.69278
"421","ASSOCIATED RADIOLOGISTS OF INVERNESS PA","8","34452","8",28.777849,-82.360295
"422","ASSOCIATED RADIOLOGISTS OF JOLIET,S.C.","12","60148","28",41.869829,-88.003864
"423","ASSOCIATED RADIOLOGISTS OF THE FINGER LAKES, P.C.","15","14905","25",42.093574,-76.844329
"424","ASSOCIATED RADIOLOGISTS PA","20","70595","24",NA,NA
"425","ASSOCIATED RADIOLOGISTS, INC.","23","25304","62",38.305728,-81.595903
"426","ASSOCIATED RADIOLOGISTS, LTD.","9","72801","9",35.29465,-93.072885
"427","ASSOCIATED RADIOLOGISTS, P.A.","13","21742","18",39.642995,-77.652779
"428","ASSOCIATED SPECIALISTS OF SOUTHEASTERN CONNECTICUT, INC.","3","63204","3",NA,NA
"429","ASSOCIATED SURGEONS AND PHYSICIANS, LLC","1","46804","1",41.057168,-85.239172
"430","ASSOCIATED UROLOGICAL SPECIALISTS, LLC","1","60462","2",41.811929,-87.68732
"431","ASSOCIATED UROLOGISTS, P.C.","7","65201","7",38.894165,-92.274145
"432","ASSOCIATES IN DIAGNOSTIC RADIOLOGY INC","11","37404","11",35.024174,-85.271756
"433","ASSOCIATES IN HEMATOLOGY-ONCOLOGY, P.C.","8","19805","18",39.743107,-75.593447
"434","ASSOCIATES IN INTERNAL MEDICINE","1","33009","2",25.992118,-80.146701
"435","ASSOCIATES IN INTERNAL MEDICINE INC","2","20623","4",38.745514,-76.840572
"436","ASSOCIATES IN NEUROLOGY OF PITTSBURGH","1","15206","1",40.416419,-80.075427
"437","ASSOCIATES IN ONCOLOGY HEMATOLOGY PC","7","20850","14",39.089557,-77.184127
"438","ASSOCIATES IN RADIATION MEDICINE, PC","15","20902","27",39.039974,-77.044449
"439","ASSOCIATES IN RADIATION ONCOLOGY SC","1","60202","1",42.044529,-87.687969
"440","ASSOCIATES IN RADIATION ONCOLOGY SERVICES","7","33461","7",26.619546,-80.091704
"441","ASSOCIATES IN RADIOLOGY OF PLATTSBURGH NY PC","13","12932","26",44.145678,-73.815204
"442","ASSOCIATES IN WOMENS HEALTH PA","3","67208","3",37.74451,-97.276421
"443","ASSOCIATES OF VASCULAR & INTERPRETATION, LLC","1","87109","1",35.127194,-106.58678
"444","ASSOCIATION OF ALEXANDRIA RADIOLOGISTS, PC","28","22304","34",38.81522,-77.10993
"445","ASSOCIATION OF CHMC AND UNIVERSITY PHYSICIANS","34","98105","34",47.432251,-121.803388
"446","ASSOCIATION OF UNIVERSITY PHYSICIANS","248","98195","744",47.432251,-121.803388
"447","ASSOCIATION OF UNIVERSITY RADIOLOGISTS, PC","26","37857","47",36.415976,-82.949145
"448","ASSURED IMAGING WOMEN'S WELLNESS OF SOUTHERN ARIZONA, LLC","4","85260","4",33.276539,-112.18717
"449","ATHENS ONCOLOGY GROUP INC","2","45701","2",39.339279,-82.013803
"450","ATHENS PHYSICIANS PRACTICE LLC","1","37303","2",35.457491,-84.63982
"451","ATHENS RADIOLOGY ASSOCIATES","18","30606","18",33.951348,-83.43064
"452","ATHENS REGIONAL CANCER CENTER PLLC","1","37303","1",35.457491,-84.63982
"453","ATHOL MEMORIAL HOSPITAL","2","13313","2",42.879227,-75.267172
"454","ATLANTA  INTERVENTIONAL INSTITUTE PC","1","30080","1",33.864604,-84.556181
"455","ATLANTA EXTREMITY MRI LLC","2","30082","4",33.856754,-84.534496
"456","ATLANTA HEMATOLOGY & ONCOLOGY ASSOCIATES, P.C.","3","30309","6",33.797854,-84.387726
"457","ATLANTA PERINATAL GROUP","1","30309","2",33.797854,-84.387726
"458","ATLANTA RADIOLOGY CONSULTANTS PC","15","30342","120",33.881052,-84.379476
"459","ATLANTIC COAST UROLOGY,PA","1","77534","2",29.319781,-95.309176
"460","ATLANTIC GENERAL HOSPITAL CORP","1","21811","11",38.310447,-75.320901
"461","ATLANTIC HEMATOLOGY ONCOLOGY ASSOCIATES, LLC","3","87361","3",NA,NA
"462","ATLANTIC MEDICAL IMAGING","38","82059","76",41.047337,-105.151706
"463","ATLANTIC RADIOLOGISTS PROFESSIONAL ASSOCIATION LLC","35","84016","35",40.892995,-111.888121
"464","ATLANTIC RADIOLOGY ASSOCIATES","11","31404","21",32.048247,-81.11748
"465","ATLANTIC RADIOLOGY ASSOCIATES PA","1","28501","1",35.220079,-77.615508
"466","ATLANTIC RADIOLOGY IMAGING PC","2","11214","2",40.599523,-73.998594
"467","ATLANTIC REHABILITATION CENTERS, LLC","1","21215","2",39.343306,-76.681192
"468","ATLANTIC UROLOGICAL ASSOCIATES P A","1","32137","2",29.564391,-81.201389
"469","ATLANTICARE PHYSICIAN GROUP PA","1","82231","1",NA,NA
"470","ATLANTICARE REGIONAL MEDICAL CENTER","22","8240","22",NA,NA
"471","ATLAS INTEGRATIVE MEDICINE AND SPINE CENTER LLC","1","30277","2",33.363069,-84.659393
"472","ATUL BUTALA PHYSICIAN PC","3","13502","3",43.150119,-75.192786
"473","AUBURN IMAGING PARTNERS LLC","15","98002","30",47.315422,-122.20423
"474","AUBURN MEMORIAL HOSPITAL","2","13021","2",42.894381,-76.565683
"475","AUBURN RADIOLOGY PC","7","46706","7",41.377758,-85.027689
"476","AUDUBON COUNTY MEMORIAL HOSPITAL","17","50025","17",41.704535,-94.918652
"477","AUERBACH HEMATOLOGY ONCOLOGY ASSOCIATES P C","1","21237","2",39.339957,-76.488035
"478","AUGUSTA MEDICAL GROUP","6","22939","10",38.096364,-78.99295
"479","AUGUSTA NEUROSCIENCE, PC","1","30907","1",33.457921,-82.068935
"480","AUGUSTA ONCOLOGY ASSOC PC","9","30909","9",33.416616,-82.055973
"481","AULTMAN HOSPITAL","14","44710","27",40.789508,-81.426988
"482","AULTMAN NORTH CANTON MEDICAL GROUP","3","44710","6",40.789508,-81.426988
"483","AUNT MINNIE, INC.","1","50049","2",41.046868,-93.309464
"484","AURELIA OSBORN FOX MEMORIAL HOSPITAL SOCIETY","24","13820","72",42.461688,-75.096727
"485","AURORA ADVANCED HEALTHCARE, INC.","82","53092","124",43.235856,-87.981188
"486","AURORA HEALTH CARE CENTRAL, INC.","6","53083","6",43.775428,-87.860803
"487","AURORA HEALTH CARE METRO, INC.","34","53233","74",43.037213,-87.933529
"488","AURORA HEALTH CARE NORTH, INC.","3","54241","5",44.225538,-87.627759
"489","AURORA MEDICAL GROUP, INC.","109","53226","755",43.049312,-88.041387
"490","AURORA RADIOLOGY CONSULTANTS - DEKALB LLC","20","60115","20",41.816826,-88.79101
"491","AURORA RADIOLOGY CONSULTANTS, S.C.","20","60506","20",41.79083,-88.416837
"492","AUSTIN ANESTHESIOLOGY GROUP PLLC","1","78705","1",30.293057,-97.736932
"493","AUSTIN COMPUTER DIAGNOSTICS, LTD.","9","78705","18",30.293057,-97.736932
"494","AUSTIN DIAGNOSTIC CLINIC, PA","3","78758","15",30.383637,-97.708233
"495","AUSTIN J MA, MD A MEDICAL CORPORATION","2","90033","6",33.786594,-118.298662
"496","AUSTIN RADIOLOGICAL ASSOCIATION","88","78705","89",30.293057,-97.736932
"497","AVALON MEDICAL DEVELOPMENT CORPORATION","2","90704","2",33.786594,-118.298662
"498","AVALON RADIOLOGY INC","1","24901","1",37.844155,-80.538781
"499","AVENTURA HEALTHCARE SPECIALISTS, LLC","3","33180","6",25.959719,-80.140267
"500","AVENUE HEMATOLOGY AND ONCOLOGY LLC","1","46545","1",41.696407,-86.304735
"501","AVERA MCKENNAN","38","57006","150",44.355091,-96.762102
"502","AVERA QUEEN OF PEACE","2","57301","2",43.69591,-98.086401
"503","AVERA ST ANTHONYS HOSPITAL","1","68763","1",42.370456,-98.665685
"504","AVERA ST LUKES","7","57401","189",45.476172,-98.410405
"505","AVERA ST MARYS","3","57501","4",44.334073,-100.094195
"506","AVIVA MEDICAL IMAGING, P.C.","1","10469","1",40.869978,-73.844903
"507","AZAD K. ANAND, MD, PC","1","11733","2",40.922326,-72.637078
"508","AZTECH RADIOLOGY AND OPEN MRI","12","85120","29",NA,NA
"509","B C STUFFLEBAM, MD, LLC","1","62881","1",38.643793,-88.974839
"510","B CHUE CONSULTING, P.S.","1","98007","1",47.620152,-122.142282
"511","B W IMAGING INC","2","20850","2",39.089557,-77.184127
"512","B WIEDER M.D. PLLC","1","11042","4",40.754757,-73.601772
"513","BAB NUCLEAR RADIOLOGY, PC","7","11743","7",40.867647,-73.410218
"514","BAHMAN DANESHFAR MD, APMC","1","70570","1",30.529765,-92.00983
"515","BAKERSFIELD HEMATOLOGY ONCOLOGY, INC.","1","93311","2",35.294405,-118.905173
"516","BALBOA NEPHROLOGY MED. GRP.,INC.","1","92103","1",32.746085,-117.170517
"517","BALCONES IMAGING CONSULTANTS","3","78746","3",30.2971,-97.818113
"518","BALDWIN FAMILY HEALTH CARE","2","49304","2",43.929225,-85.840774
"519","BALTIMORE ONCOLOGY HEMATOLOGY ASSOCIATES LLC","1","21218","2",39.328456,-76.599139
"520","BALTIMORE WASHINGTON PROFESSIONAL SERVICES INC.","3","21061","3",38.967943,-76.615637
"521","BANNER ALZHEIMERS INSTITUTE","1","85006","2",33.276539,-112.18717
"522","BANNER CANCER CENTER SPECIALISTS LLC","32","85234","32",33.352925,-111.780712
"523","BANNER HOSPITAL BASED PHYSICIANS ARIZONA LLC","46","85006","53",33.276539,-112.18717
"524","BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC","16","80631","32",40.384991,-104.680631
"525","BANNER PHYSICIAN SPECIALISTS ARIZONA LLC","11","85140","44",NA,NA
"526","BAPTIST CANCER CENTER","3","35501","3",33.796234,-87.316923
"527","BAPTIST EASLEY HOSPITAL","10","29640","10",34.843968,-82.643754
"528","BAPTIST HEALTH MADISONVILLE INC","3","42431","7",37.299458,-87.532576
"529","BAPTIST MEDICAL ASSOCIATES INC","10","40207","26",38.262769,-85.666284
"530","BAPTIST MEDICAL GROUP LLC","5","32501","8",30.424838,-87.256471
"531","BAPTIST MEMORIAL MEDICAL GROUP, INC.","10","38019","19",35.541624,-89.63552
"532","BAPTIST OUTPATIENT SERVICES INC","61","33067","112",26.303307,-80.241539
"533","BAPTIST PHYSICIAN NETWORK","1","77701","1",30.073712,-94.109705
"534","BAPTIST PHYSICIANS LEXINGTON, INC","11","40517","20",37.986751,-84.487251
"535","BAPTIST PHYSICIANS SOUTHEAST INC","5","40701","10",36.854371,-84.184688
"536","BAPTIST PRIMARY CARE INC","1","32250","1",30.280143,-81.416506
"537","BAPTIST-SOUTHEAST GYNECOLOGIC ONCOLOGY ASSOCIATES INC","2","32204","4",30.323539,-81.681068
"538","BAR-VIC MEDICAL HOLDINGS, LLC","1","36109","1",32.390547,-86.239667
"539","BARBARA ANN KARMANOS CANCER INSTITUTE","10","48201","10",42.239933,-83.150823
"540","BARD COMPANY RADIOLOGY","2","72450","2",36.113222,-90.551092
"541","BARDEN, THORWARTH, & DAUGHTRIDGE, LTD.","7","19118","7",40.07231,-75.203371
"542","BARDMOOR CANCER CENTER LIMITED","1","33777","2",27.854588,-82.754528
"543","BARISURA PRIVATE LTD","1","60617","1",41.811929,-87.68732
"544","BARNABAS HEALTH MEDICAL GROUP P C","7","77641","17",29.847569,-94.129733
"545","BARNABAS HEALTH MEDICAL GROUP PC","6","70395","6",29.691176,-90.863923
"546","BARNES KASSON COUNTY HOSPITAL","24","18847","24",41.957087,-75.664856
"547","BARNWELL COUNTY HOSPITAL","2","29812","2",33.249806,-81.349595
"548","BARRY ROSENBERG, M.D., P.C.","7","14020","7",42.980544,-78.231764
"549","BARTLESVILLE RADIATION THERAPY, INC.","1","74006","1",36.728057,-95.89064
"550","BARTLETT REGIONAL HOSPITAL","1","99801","2",58.373561,-134.523946
"551","BARTON COUNTY MEMORIAL HOSPITAL","4","64759","4",37.519054,-94.336385
"552","BASEL YANES INC","1","45417","1",39.75344,-84.245841
"553","BASELINE DISTRIBUTING, LLC","1","85042","1",NA,NA
"554","BASHA DIAGNOSTICS, PC.","14","48073","27",42.5216,-83.163477
"555","BASSAM F MATAR, M.D.,S.C.","2","60625","2",41.811929,-87.68732
"556","BATAVIA RADIATION ONCOLOGY ASSOCIATES, LLP","1","14020","1",42.980544,-78.231764
"557","BATON ROUGE CARDIOLOGY CENTER","1","70808","1",30.408291,-91.143906
"558","BATON ROUGE CLINIC, A MEDICAL CORPORATION","21","70808","63",30.408291,-91.143906
"559","BATON ROUGE RADIOLOGY IMAGING CENTER LLC","21","70816","21",30.42949,-91.023502
"560","BATTLE CREEK COMMUNITY PHYSICIANS","1","49017","1",42.367389,-85.194996
"561","BATTLEFIELD IMAGING LLC","10","30736","20",34.888709,-85.118699
"562","BAUM-HARMON MERCY HOSPITAL","1","51245","4",43.083854,-95.625042
"563","BAY AREA FAMILY PHYSICIANS, P.C.","1","48047","2",42.601469,-82.821874
"564","BAY AREA HOSPITAL DISTRICT","2","97420","2",43.215143,-124.198358
"565","BAY AREA IMAGING SOLUTIONS LLC","1","33618","1",28.076299,-82.485188
"566","BAY AREA MEDICAL CENTER INC","5","54143","5",45.086805,-87.716311
"567","BAY AREA RADIOLOGY PC","4","97420","4",43.215143,-124.198358
"568","BAY AREA THERAPEURTIC RADIOLOGY AND ONCOLOGY","5","94520","11",37.988871,-122.013355
"569","BAY CITY IMAGING INC","4","77414","4",28.86362,-95.917347
"570","BAY HEMATOLOGY ONCOLOGY PA","2","21601","4",38.800714,-76.051486
"571","BAY IMAGING CONSULTANTS MEDICAL GROUP INC","65","94520","206",37.988871,-122.013355
"572","BAY IMAGING PLC","9","48708","9",43.559572,-83.820876
"573","BAY RADIOLOGY ASSOCIATES PA","11","32401","11",30.1922,-85.663027
"574","BAY RADIOLOGY ASSOCIATES, INC.","7","25402","14",39.461663,-78.011472
"575","BAY RADIOLOGY WOMENS IMAGING CENTER LLC","11","32405","22",30.205121,-85.668892
"576","BAY RADIOLOGY, LLC","1","21146","1",38.951199,-76.603722
"577","BAY RADIOLOGY, P.C.","6","36532","6",30.562883,-87.810464
"578","BAY REGIONAL MEDICAL CENTER","7","48708","8",43.559572,-83.820876
"579","BAY RIDGE FOURTH AVENUE MEDICAL ASSOC PC","1","11209","1",40.622459,-74.028749
"580","BAYAMON SMH CORPORATION","3","917","3",NA,NA
"581","BAYCARE AURORA, LLC","4","54303","5",44.552247,-88.078803
"582","BAYCARE CLINIC LLP","8","54311","29",44.523605,-87.957687
"583","BAYFRONT HMA MEDICAL CENTER LLC","2","33701","2",27.775654,-82.64092
"584","BAYHEALTH MEDICAL CENTER, INC.","7","19963","28",38.72712,-75.322829
"585","BAYLOR COLLEGE OF MEDICINE","69","77030","134",29.83399,-95.434241
"586","BAYLOR COLLEGE OF MEDICINE RADIOLOGY ASSOCIATES","31","77414","57",28.86362,-95.917347
"587","BAYONNE RADONC ASSOCIATES, LLC","2","70024","2",NA,NA
"588","BAYOU INCOME GROUP LLC","2","70806","2",30.45104,-91.138455
"589","BAYOU RADIOLOGY, INC","2","70345","2",29.509589,-90.335128
"590","BAYRIDGE MEDICAL IMAGING, P.C.","18","11209","36",40.622459,-74.028749
"591","BAYSTATE MEDICAL PRACTICES, INC","18","11991","84",NA,NA
"592","BAYTOWN RADIOLOGY ASSOCIATION","7","77521","7",29.83399,-95.434241
